,Taxonomy,Parent,Child
6264,CoRel4,dinner,mirrors
6265,CoRel4,dinner,upstairs
6266,CoRel4,dinner,dance
6267,CoRel4,dinner,tv
6268,CoRel4,dinner,hallway
6269,CoRel4,dinner,elevators
6270,CoRel4,dinner,flat screen
6271,CoRel4,dinner,jacuzzi
6272,CoRel4,dinner,blasting
6273,CoRel4,dinner,deck
6274,CoRel4,dinner,air conditioning
6275,CoRel4,dinner,bathroom
6276,CoRel4,dinner,parking garage
6277,CoRel4,dinner,elevator
6278,CoRel4,dinner,dark
6279,CoRel4,dinner,speakers
6280,CoRel4,dinner,television
6281,CoRel4,dinner,noise
6282,CoRel4,dinner,curtains
6283,CoRel4,dinner,waterfall
6284,CoRel4,dinner,bathroom
6285,CoRel4,dinner,curtain
6286,CoRel4,dinner,hallway
6287,CoRel4,dinner,roof
6288,CoRel4,dinner,floors
6289,CoRel4,dinner,overhead
6290,CoRel4,dinner,pool
6291,CoRel4,dinner,oysters
6292,CoRel4,dinner,prawns
6293,CoRel4,dinner,mussels
6294,CoRel4,dinner,sea bass
6295,CoRel4,dinner,calamari
6296,CoRel4,dinner,tempura
6297,CoRel4,dinner,spicy tuna
6298,CoRel4,dinner,rolls
6299,CoRel4,dinner,soft shell crab
6300,CoRel4,dinner,yellowtail
6301,CoRel4,dinner,spicy tuna roll
6302,CoRel4,dinner,scallop
6303,CoRel4,dinner,gyoza
6304,CoRel4,dinner,shrimp
6305,CoRel4,dinner,nigiri
6306,CoRel4,dinner,calamari
6307,CoRel4,dinner,rolls
6308,CoRel4,dinner,chicken wings
6309,CoRel4,dinner,oysters
6310,CoRel4,dinner,albacore
6311,CoRel4,dinner,ceviche
6312,CoRel4,dinner,oysters
6313,CoRel4,dinner,sashimi
6314,CoRel4,dinner,edamame
6315,CoRel4,dinner,squid
6316,CoRel4,dinner,spring rolls
6317,CoRel4,dinner,octopus
6318,CoRel4,dinner,appetizers
6319,CoRel4,dinner,calamari
6320,CoRel4,dinner,calamari
6321,CoRel4,dinner,rolls
6322,CoRel4,dinner,sashimi
6323,CoRel4,dinner,fried shrimp
6324,CoRel4,dinner,eel
6325,CoRel4,dinner,appetizers
6326,CoRel4,dinner,crab cakes
6327,CoRel4,dinner,shrimp
6328,CoRel4,dinner,hamachi
6329,CoRel4,dinner,roll
6330,CoRel4,dinner,dumplings
6331,CoRel4,dinner,spring rolls
6332,CoRel4,dinner,roll
6333,CoRel4,dinner,oysters
6334,CoRel4,dinner,miso soup
6335,CoRel4,dinner,fish
6336,CoRel4,dinner,breading
6337,CoRel4,dinner,tempura
6338,CoRel4,dinner,nigiri
6339,CoRel4,dinner,pork belly
6340,CoRel4,dinner,potstickers
6341,CoRel4,food,chinese
6342,CoRel4,food,noodle
6343,CoRel4,food,chinese
6344,CoRel4,food,dim sum
6345,CoRel4,food,asian
6346,CoRel4,food,vietnamese
6347,CoRel4,food,asian
6348,CoRel4,food,korean
6349,CoRel4,food,korean
6350,CoRel4,food,filipino
6351,CoRel4,food,vietnamese
6352,CoRel4,food,hawaiian
6353,CoRel4,food,mongolian
6354,CoRel4,food,japanese
6355,CoRel4,food,ramen
6356,CoRel4,food,chinese food
6357,CoRel4,food,pho
6358,CoRel4,food,pho
6359,CoRel4,food,taiwanese
6360,CoRel4,food,thai
6361,CoRel4,food,noodles
6362,CoRel4,food,thai
6363,CoRel4,food,stir fry
6364,CoRel4,food,cantonese
6365,CoRel4,food,ramen
6366,CoRel4,food,pho
6367,CoRel4,food,japanese
6368,CoRel4,food,indian
6369,CoRel4,food,chinese food
6370,CoRel4,food,korean
6371,CoRel4,food,ramen
6372,CoRel4,food,dim sum
6373,CoRel4,food,thai
6374,CoRel4,food,mongolian
6375,CoRel4,food,pho
6376,CoRel4,food,indian
6377,CoRel4,food,chinese
6378,CoRel4,food,orange chicken
6379,CoRel4,food,chinatown
6380,CoRel4,food,chinese
6381,CoRel4,food,japanese
6382,CoRel4,food,dumpling
6383,CoRel4,food,fusion
6384,CoRel4,food,ramen
6385,CoRel4,food,pho
6386,CoRel4,food,dim sum
6387,CoRel4,food,fried rice
6388,CoRel4,food,hong kong
6389,CoRel4,food,chinatown
6390,CoRel4,food,china
6391,CoRel4,food,hash browns
6392,CoRel4,food,pancakes
6393,CoRel4,food,eggs
6394,CoRel4,food,biscuits
6395,CoRel4,food,scrambled eggs
6396,CoRel4,food,omelet
6397,CoRel4,food,french toast
6398,CoRel4,food,eggs benedict
6399,CoRel4,food,pancakes
6400,CoRel4,food,corned beef hash
6401,CoRel4,food,hashbrowns
6402,CoRel4,food,toast
6403,CoRel4,food,hash browns
6404,CoRel4,food,french toast
6405,CoRel4,food,eggs
6406,CoRel4,food,potatoes
6407,CoRel4,food,eggs
6408,CoRel4,food,hash
6409,CoRel4,food,scramble
6410,CoRel4,food,gravy
6411,CoRel4,food,chicken fried steak
6412,CoRel4,food,muffin
6413,CoRel4,food,toast
6414,CoRel4,food,pancakes
6415,CoRel4,food,waffles
6416,CoRel4,food,omelette
6417,CoRel4,food,eggs benedict
6418,CoRel4,food,omelets
6419,CoRel4,food,hash browns
6420,CoRel4,food,poached eggs
6421,CoRel4,food,biscuit
6422,CoRel4,food,potatoes
6423,CoRel4,food,omelet
6424,CoRel4,food,pancake
6425,CoRel4,food,eggs
6426,CoRel4,food,gravy
6427,CoRel4,food,gravy
6428,CoRel4,food,bacon
6429,CoRel4,food,hollandaise sauce
6430,CoRel4,food,waffle
6431,CoRel4,food,buttermilk
6432,CoRel4,food,skillet
6433,CoRel4,food,ham
6434,CoRel4,food,bacon
6435,CoRel4,food,potatoes
6436,CoRel4,food,benedict
6437,CoRel4,food,egg whites
6438,CoRel4,food,biscuits
6439,CoRel4,food,pancakes
6440,CoRel4,food,omelet
6441,CoRel4,food,banchan
6442,CoRel4,food,bowls
6443,CoRel4,food,udon
6444,CoRel4,food,bowls
6445,CoRel4,food,cups
6446,CoRel4,food,containers
6447,CoRel4,food,spoons
6448,CoRel4,food,soups
6449,CoRel4,food,trays
6450,CoRel4,food,cups
6451,CoRel4,food,dishes
6452,CoRel4,food,starch
6453,CoRel4,food,steaming
6454,CoRel4,food,barley
6455,CoRel4,food,bowls
6456,CoRel4,food,water
6457,CoRel4,food,rice
6458,CoRel4,food,main dishes
6459,CoRel4,food,servings
6460,CoRel4,food,bowl
6461,CoRel4,food,meals
6462,CoRel4,food,plates
6463,CoRel4,food,soup
6464,CoRel4,food,tea
6465,CoRel4,food,baskets
6466,CoRel4,food,beverages
6467,CoRel4,food,lemons
6468,CoRel4,food,hot tea
6469,CoRel4,food,soy sauce
6470,CoRel4,food,water
6471,CoRel4,food,utensils
6472,CoRel4,food,juices
6473,CoRel4,food,vegetables
6474,CoRel4,food,tea
6475,CoRel4,food,tea
6476,CoRel4,food,prepped
6477,CoRel4,food,pot
6478,CoRel4,food,refilled
6479,CoRel4,food,cups
6480,CoRel4,food,dishes
6481,CoRel4,food,broth
6482,CoRel4,food,veggies
6483,CoRel4,food,forks
6484,CoRel4,food,white rice
6485,CoRel4,food,beverages
6486,CoRel4,food,soft drinks
6487,CoRel4,food,pots
6488,CoRel4,food,bowl
6489,CoRel4,food,cubes
6490,CoRel4,food,individually
6491,CoRel4,food,nachos
6492,CoRel4,food,mexican
6493,CoRel4,food,fajitas
6494,CoRel4,food,enchiladas
6495,CoRel4,food,salsa
6496,CoRel4,food,guacamole
6497,CoRel4,food,tacos
6498,CoRel4,food,guac
6499,CoRel4,food,carne asada
6500,CoRel4,food,salsa
6501,CoRel4,food,burritos
6502,CoRel4,food,carnitas
6503,CoRel4,food,guacamole
6504,CoRel4,food,taco
6505,CoRel4,food,chips
6506,CoRel4,food,burrito
6507,CoRel4,food,tacos
6508,CoRel4,food,beans
6509,CoRel4,food,refried beans
6510,CoRel4,food,tortillas
6511,CoRel4,food,guacamole
6512,CoRel4,food,nachos
6513,CoRel4,food,enchilada
6514,CoRel4,food,street tacos
6515,CoRel4,food,quesadilla
6516,CoRel4,food,salsa
6517,CoRel4,food,carne asada
6518,CoRel4,food,chile
6519,CoRel4,food,tacos
6520,CoRel4,food,quesadilla
6521,CoRel4,food,burrito
6522,CoRel4,food,taco
6523,CoRel4,food,burrito
6524,CoRel4,food,chips
6525,CoRel4,food,beans
6526,CoRel4,food,salsa
6527,CoRel4,food,shredded beef
6528,CoRel4,food,taco
6529,CoRel4,food,tacos
6530,CoRel4,food,salsas
6531,CoRel4,food,quesadillas
6532,CoRel4,food,guac
6533,CoRel4,food,carne
6534,CoRel4,food,queso
6535,CoRel4,food,mexican
6536,CoRel4,food,quesadilla
6537,CoRel4,food,al pastor
6538,CoRel4,food,mexican food
6539,CoRel4,food,tortilla
6540,CoRel4,food,taquitos
6541,CoRel4,food,teriyaki
6542,CoRel4,food,fried rice
6543,CoRel4,food,tofu
6544,CoRel4,food,egg roll
6545,CoRel4,food,noodle soup
6546,CoRel4,food,fried rice
6547,CoRel4,food,sour
6548,CoRel4,food,pad thai
6549,CoRel4,food,pad thai
6550,CoRel4,food,white rice
6551,CoRel4,food,broccoli
6552,CoRel4,food,fried rice
6553,CoRel4,food,wonton
6554,CoRel4,food,spicy chicken
6555,CoRel4,food,brown rice
6556,CoRel4,food,egg roll
6557,CoRel4,food,adobo
6558,CoRel4,food,orange chicken
6559,CoRel4,food,noodle soup
6560,CoRel4,food,peanut sauce
6561,CoRel4,food,wontons
6562,CoRel4,food,spring roll
6563,CoRel4,food,pad thai
6564,CoRel4,food,noodle soup
6565,CoRel4,food,chicken
6566,CoRel4,food,curry
6567,CoRel4,food,teriyaki
6568,CoRel4,food,wonton
6569,CoRel4,food,rice
6570,CoRel4,food,curry
6571,CoRel4,food,curry
6572,CoRel4,food,pad thai
6573,CoRel4,food,brown rice
6574,CoRel4,food,lo mein
6575,CoRel4,food,noodles
6576,CoRel4,food,white rice
6577,CoRel4,food,spring rolls
6578,CoRel4,food,lemongrass
6579,CoRel4,food,noodles
6580,CoRel4,food,chow mein
6581,CoRel4,food,vermicelli
6582,CoRel4,food,cashew
6583,CoRel4,food,tofu
6584,CoRel4,food,soy sauce
6585,CoRel4,food,spicy sauce
6586,CoRel4,food,mongolian
6587,CoRel4,food,fishy
6588,CoRel4,food,bento box
6589,CoRel4,food,kimchi
6590,CoRel4,food,orange chicken
6591,CoRel4,food,silly
6592,CoRel4,food,culinary
6593,CoRel4,food,comfort food
6594,CoRel4,food,elaborate
6595,CoRel4,food,true
6596,CoRel4,food,reality
6597,CoRel4,food,eatery
6598,CoRel4,food,locals
6599,CoRel4,food,tourist
6600,CoRel4,food,cultural
6601,CoRel4,food,admire
6602,CoRel4,food,world
6603,CoRel4,food,canadian
6604,CoRel4,food,brilliant
6605,CoRel4,food,truly
6606,CoRel4,food,develop
6607,CoRel4,food,appeal
6608,CoRel4,food,appreciation
6609,CoRel4,food,history
6610,CoRel4,food,respectable
6611,CoRel4,food,worthwhile
6612,CoRel4,food,showcase
6613,CoRel4,food,arts
6614,CoRel4,food,attraction
6615,CoRel4,food,unpretentious
6616,CoRel4,food,foodie
6617,CoRel4,food,venue
6618,CoRel4,food,city
6619,CoRel4,food,character
6620,CoRel4,food,social
6621,CoRel4,food,pleasing
6622,CoRel4,food,nature
6623,CoRel4,food,influenced
6624,CoRel4,food,elements
6625,CoRel4,food,clever
6626,CoRel4,food,pretentious
6627,CoRel4,food,dining
6628,CoRel4,food,novel
6629,CoRel4,food,history
6630,CoRel4,food,adventure
6631,CoRel4,food,spirit
6632,CoRel4,food,historical
6633,CoRel4,food,demographic
6634,CoRel4,food,present
6635,CoRel4,food,urban
6636,CoRel4,food,fine dining
6637,CoRel4,food,locals
6638,CoRel4,food,obscure
6639,CoRel4,food,educational
6640,CoRel4,food,meets
6641,CoRel4,food,brisket
6642,CoRel4,food,ribs
6643,CoRel4,food,pulled pork
6644,CoRel4,food,ribs
6645,CoRel4,food,ribs
6646,CoRel4,food,brisket
6647,CoRel4,food,brisket
6648,CoRel4,food,baby back ribs
6649,CoRel4,food,ribs
6650,CoRel4,food,brisket
6651,CoRel4,food,bone
6652,CoRel4,food,pulled pork
6653,CoRel4,food,pulled pork
6654,CoRel4,food,rib
6655,CoRel4,food,fat
6656,CoRel4,food,tender
6657,CoRel4,food,bbq
6658,CoRel4,food,tender
6659,CoRel4,food,fatty
6660,CoRel4,food,bone
6661,CoRel4,food,tender
6662,CoRel4,food,tough
6663,CoRel4,food,tough
6664,CoRel4,food,chops
6665,CoRel4,food,tough
6666,CoRel4,food,juicy
6667,CoRel4,food,bone
6668,CoRel4,food,smoked
6669,CoRel4,food,fatty
6670,CoRel4,food,fatty
6671,CoRel4,food,rack
6672,CoRel4,food,meat
6673,CoRel4,food,sides
6674,CoRel4,food,dry
6675,CoRel4,food,bbq pork
6676,CoRel4,food,bbq
6677,CoRel4,food,coleslaw
6678,CoRel4,food,bbq sauce
6679,CoRel4,food,juicy
6680,CoRel4,food,corned beef
6681,CoRel4,food,juicy
6682,CoRel4,food,mac
6683,CoRel4,food,fried chicken
6684,CoRel4,food,pork
6685,CoRel4,food,prime rib
6686,CoRel4,food,dry
6687,CoRel4,food,pastrami
6688,CoRel4,food,bbq
6689,CoRel4,food,fat
6690,CoRel4,food,bbq sauce
6691,CoRel4,food,cafeteria
6692,CoRel4,food,garbage
6693,CoRel4,food,weak
6694,CoRel4,food,crap
6695,CoRel4,food,crappy
6696,CoRel4,food,nasty
6697,CoRel4,food,crappy
6698,CoRel4,food,nasty
6699,CoRel4,food,crap
6700,CoRel4,food,awful
6701,CoRel4,food,nasty
6702,CoRel4,food,generic
6703,CoRel4,food,sad
6704,CoRel4,food,cafeteria
6705,CoRel4,food,garbage
6706,CoRel4,food,gross
6707,CoRel4,food,blah
6708,CoRel4,food,gross
6709,CoRel4,food,pathetic
6710,CoRel4,food,low quality
6711,CoRel4,food,poor quality
6712,CoRel4,food,overpriced
6713,CoRel4,food,cardboard
6714,CoRel4,food,lame
6715,CoRel4,food,depressing
6716,CoRel4,food,gross
6717,CoRel4,food,boring
6718,CoRel4,food,disgustingly
6719,CoRel4,food,smelly
6720,CoRel4,food,overpriced
6721,CoRel4,food,lousy
6722,CoRel4,food,plastic
6723,CoRel4,food,horrible
6724,CoRel4,food,terrible
6725,CoRel4,food,depressing
6726,CoRel4,food,stale
6727,CoRel4,food,mess
6728,CoRel4,food,subpar
6729,CoRel4,food,terrible
6730,CoRel4,food,canned
6731,CoRel4,food,disorganized
6732,CoRel4,food,stinks
6733,CoRel4,food,borderline
6734,CoRel4,food,awful
6735,CoRel4,food,disgusting
6736,CoRel4,food,mediocre
6737,CoRel4,food,gross
6738,CoRel4,food,terrible
6739,CoRel4,food,nursing
6740,CoRel4,food,lame
6741,CoRel4,food,carrot
6742,CoRel4,food,cookie
6743,CoRel4,food,almond
6744,CoRel4,food,hazelnut
6745,CoRel4,food,raspberry
6746,CoRel4,food,crepe
6747,CoRel4,food,white chocolate
6748,CoRel4,food,chocolate
6749,CoRel4,food,caramel
6750,CoRel4,food,vanilla
6751,CoRel4,food,cake
6752,CoRel4,food,cookie
6753,CoRel4,food,dark chocolate
6754,CoRel4,food,peanut butter
6755,CoRel4,food,cake
6756,CoRel4,food,banana
6757,CoRel4,food,ice cream
6758,CoRel4,food,cheesecake
6759,CoRel4,food,marshmallow
6760,CoRel4,food,strawberry
6761,CoRel4,food,brownie
6762,CoRel4,food,ice cream
6763,CoRel4,food,apple
6764,CoRel4,food,fudge
6765,CoRel4,food,ice cream
6766,CoRel4,food,cake
6767,CoRel4,food,chocolate cake
6768,CoRel4,food,strawberries
6769,CoRel4,food,mousse
6770,CoRel4,food,strawberries
6771,CoRel4,food,cookies
6772,CoRel4,food,nutella
6773,CoRel4,food,frosting
6774,CoRel4,food,berry
6775,CoRel4,food,nut
6776,CoRel4,food,creme
6777,CoRel4,food,pistachio
6778,CoRel4,food,gelato
6779,CoRel4,food,crumb
6780,CoRel4,food,tart
6781,CoRel4,food,chocolate
6782,CoRel4,food,cinnamon
6783,CoRel4,food,chocolate
6784,CoRel4,food,cheesecake
6785,CoRel4,food,salted caramel
6786,CoRel4,food,strawberry
6787,CoRel4,food,sundae
6788,CoRel4,food,pastry
6789,CoRel4,food,cheesecake
6790,CoRel4,food,gelato
6791,CoRel4,food,french fries
6792,CoRel4,food,bun
6793,CoRel4,food,hot dogs
6794,CoRel4,food,patty
6795,CoRel4,food,buns
6796,CoRel4,food,bun
6797,CoRel4,food,patty
6798,CoRel4,food,bun
6799,CoRel4,food,pickles
6800,CoRel4,food,hot dog
6801,CoRel4,food,hamburger
6802,CoRel4,food,patties
6803,CoRel4,food,grilled onions
6804,CoRel4,food,pickle
6805,CoRel4,food,onion rings
6806,CoRel4,food,fries
6807,CoRel4,food,white bread
6808,CoRel4,food,french fries
6809,CoRel4,food,burger
6810,CoRel4,food,bbq sauce
6811,CoRel4,food,burger
6812,CoRel4,food,mayo
6813,CoRel4,food,cole slaw
6814,CoRel4,food,oozing
6815,CoRel4,food,mustard
6816,CoRel4,food,coleslaw
6817,CoRel4,food,ketchup
6818,CoRel4,food,bbq sauce
6819,CoRel4,food,tots
6820,CoRel4,food,provolone
6821,CoRel4,food,cheddar
6822,CoRel4,food,mayo
6823,CoRel4,food,fries
6824,CoRel4,food,hot dog
6825,CoRel4,food,cheddar
6826,CoRel4,food,burgers
6827,CoRel4,food,fries
6828,CoRel4,food,slathered
6829,CoRel4,food,veggie burger
6830,CoRel4,food,cheeseburger
6831,CoRel4,food,bbq sauce
6832,CoRel4,food,french fries
6833,CoRel4,food,batter
6834,CoRel4,food,pickles
6835,CoRel4,food,tater tots
6836,CoRel4,food,mayo
6837,CoRel4,food,toppings
6838,CoRel4,food,fries
6839,CoRel4,food,onions
6840,CoRel4,food,slider
6841,CoRel4,food,sashimi
6842,CoRel4,food,tapas
6843,CoRel4,food,calamari
6844,CoRel4,food,scallop
6845,CoRel4,food,yellowtail
6846,CoRel4,food,sashimi
6847,CoRel4,food,oysters
6848,CoRel4,food,hamachi
6849,CoRel4,food,octopus
6850,CoRel4,food,tasting menu
6851,CoRel4,food,salmon
6852,CoRel4,food,spicy tuna
6853,CoRel4,food,appetizers
6854,CoRel4,food,sashimi
6855,CoRel4,food,scallops
6856,CoRel4,food,scallops
6857,CoRel4,food,sea bass
6858,CoRel4,food,squid
6859,CoRel4,food,salmon
6860,CoRel4,food,spicy tuna roll
6861,CoRel4,food,risotto
6862,CoRel4,food,carpaccio
6863,CoRel4,food,tuna
6864,CoRel4,food,crab cakes
6865,CoRel4,food,appetizers
6866,CoRel4,food,soft shell crab
6867,CoRel4,food,nigiri
6868,CoRel4,food,roll
6869,CoRel4,food,nigiri
6870,CoRel4,food,tempura
6871,CoRel4,food,filet mignon
6872,CoRel4,food,tuna
6873,CoRel4,food,oysters
6874,CoRel4,food,calamari
6875,CoRel4,food,sashimi
6876,CoRel4,food,appetizer
6877,CoRel4,food,seared
6878,CoRel4,food,main courses
6879,CoRel4,food,lobster
6880,CoRel4,food,entrees
6881,CoRel4,food,wagyu
6882,CoRel4,food,cod
6883,CoRel4,food,ceviche
6884,CoRel4,food,chefs
6885,CoRel4,food,filet
6886,CoRel4,food,halibut
6887,CoRel4,food,asparagus
6888,CoRel4,food,skewers
6889,CoRel4,food,appetizers
6890,CoRel4,food,sea bass
6891,CoRel4,food,sandwhich
6892,CoRel4,food,meatloaf
6893,CoRel4,food,hummus
6894,CoRel4,food,pesto
6895,CoRel4,food,grilled chicken
6896,CoRel4,food,feta
6897,CoRel4,food,panini
6898,CoRel4,food,blue cheese
6899,CoRel4,food,pita
6900,CoRel4,food,greek
6901,CoRel4,food,dressing
6902,CoRel4,food,salad
6903,CoRel4,food,calzone
6904,CoRel4,food,dressing
6905,CoRel4,food,margherita pizza
6906,CoRel4,food,pita
6907,CoRel4,food,tzatziki
6908,CoRel4,food,gyro
6909,CoRel4,food,veggie burger
6910,CoRel4,food,arugula
6911,CoRel4,food,ranch
6912,CoRel4,food,meatball
6913,CoRel4,food,mozzarella
6914,CoRel4,food,spinach
6915,CoRel4,food,greek
6916,CoRel4,food,tomato
6917,CoRel4,food,sandwich
6918,CoRel4,food,rosemary
6919,CoRel4,food,spaghetti
6920,CoRel4,food,alfredo
6921,CoRel4,food,sandwich
6922,CoRel4,food,grilled cheese
6923,CoRel4,food,gorgonzola
6924,CoRel4,food,salad
6925,CoRel4,food,marsala
6926,CoRel4,food,prosciutto
6927,CoRel4,food,sandwich
6928,CoRel4,food,caesar
6929,CoRel4,food,falafel
6930,CoRel4,food,caesar salad
6931,CoRel4,food,dressing
6932,CoRel4,food,hummus
6933,CoRel4,food,wrap
6934,CoRel4,food,mushroom
6935,CoRel4,food,brie
6936,CoRel4,food,chicken parm
6937,CoRel4,food,kale
6938,CoRel4,food,pesto
6939,CoRel4,food,bleu cheese
6940,CoRel4,food,gyro
6941,CoRel4,food,paint
6942,CoRel4,food,mirror
6943,CoRel4,food,shower
6944,CoRel4,food,carpet
6945,CoRel4,food,dust
6946,CoRel4,food,sink
6947,CoRel4,food,tub
6948,CoRel4,food,stain
6949,CoRel4,food,shower
6950,CoRel4,food,closet
6951,CoRel4,food,peeling
6952,CoRel4,food,bathtub
6953,CoRel4,food,toilet
6954,CoRel4,food,shower
6955,CoRel4,food,stains
6956,CoRel4,food,towels
6957,CoRel4,food,sheets
6958,CoRel4,food,drain
6959,CoRel4,food,bed
6960,CoRel4,food,flush
6961,CoRel4,food,clogged
6962,CoRel4,food,carpets
6963,CoRel4,food,bathroom
6964,CoRel4,food,cleaned
6965,CoRel4,food,curtain
6966,CoRel4,food,faucet
6967,CoRel4,food,bath
6968,CoRel4,food,tile
6969,CoRel4,food,broken
6970,CoRel4,food,mold
6971,CoRel4,food,blinds
6972,CoRel4,food,comforter
6973,CoRel4,food,sheets
6974,CoRel4,food,bathroom
6975,CoRel4,food,carpet
6976,CoRel4,food,vacuumed
6977,CoRel4,food,towel
6978,CoRel4,food,bed
6979,CoRel4,food,scratched
6980,CoRel4,food,tiles
6981,CoRel4,food,ac
6982,CoRel4,food,shampoo
6983,CoRel4,food,sinks
6984,CoRel4,food,cleaning
6985,CoRel4,food,bedding
6986,CoRel4,food,soap
6987,CoRel4,food,tub
6988,CoRel4,food,maintenance
6989,CoRel4,food,chipped
6990,CoRel4,food,sink
6991,CoRel4,service,silly
6992,CoRel4,service,occasional
6993,CoRel4,service,minimum
6994,CoRel4,service,worthwhile
6995,CoRel4,service,10
6996,CoRel4,service,adult
6997,CoRel4,service,normally
6998,CoRel4,service,typically
6999,CoRel4,service,haha
7000,CoRel4,service,sooo
7001,CoRel4,service,and
7002,CoRel4,service,also
7003,CoRel4,service,forget
7004,CoRel4,service,too
7005,CoRel4,service,sometimes
7006,CoRel4,service,10
7007,CoRel4,service,usually
7008,CoRel4,service,plus
7009,CoRel4,service,unlimited
7010,CoRel4,service,regular
7011,CoRel4,service,too
7012,CoRel4,service,though
7013,CoRel4,service,cheap
7014,CoRel4,service,for
7015,CoRel4,service,pricey
7016,CoRel4,service,especially
7017,CoRel4,service,cheap
7018,CoRel4,service,plus
7019,CoRel4,service,more
7020,CoRel4,service,especially
7021,CoRel4,service,note
7022,CoRel4,service,often
7023,CoRel4,service,typically
7024,CoRel4,service,more
7025,CoRel4,service,alone
7026,CoRel4,service,crazy
7027,CoRel4,service,combine
7028,CoRel4,service,darn
7029,CoRel4,service,lol
7030,CoRel4,service,everyday
7031,CoRel4,service,beware
7032,CoRel4,service,14
7033,CoRel4,service,get
7034,CoRel4,service,includes
7035,CoRel4,service,cents
7036,CoRel4,service,opt
7037,CoRel4,service,weak
7038,CoRel4,service,crack
7039,CoRel4,service,music
7040,CoRel4,service,football
7041,CoRel4,service,music
7042,CoRel4,service,volume
7043,CoRel4,service,ac
7044,CoRel4,service,noisy
7045,CoRel4,service,loud
7046,CoRel4,service,music
7047,CoRel4,service,loud
7048,CoRel4,service,band
7049,CoRel4,service,blasting
7050,CoRel4,service,performance
7051,CoRel4,service,loud
7052,CoRel4,service,nfl
7053,CoRel4,service,game
7054,CoRel4,service,sound
7055,CoRel4,service,misters
7056,CoRel4,service,dj
7057,CoRel4,service,sound
7058,CoRel4,service,jukebox
7059,CoRel4,service,fire
7060,CoRel4,service,heaters
7061,CoRel4,service,noisy
7062,CoRel4,service,game
7063,CoRel4,service,playing
7064,CoRel4,service,loud music
7065,CoRel4,service,playing
7066,CoRel4,service,dj
7067,CoRel4,service,rooftop
7068,CoRel4,service,acoustics
7069,CoRel4,service,jazz
7070,CoRel4,service,groove
7071,CoRel4,service,game
7072,CoRel4,service,patio
7073,CoRel4,service,blaring
7074,CoRel4,service,crowd
7075,CoRel4,service,band
7076,CoRel4,service,karaoke
7077,CoRel4,service,dj
7078,CoRel4,service,rowdy
7079,CoRel4,service,noise level
7080,CoRel4,service,scene
7081,CoRel4,service,top 40
7082,CoRel4,service,gogo
7083,CoRel4,service,chilly
7084,CoRel4,service,speakers
7085,CoRel4,service,band
7086,CoRel4,service,bands
7087,CoRel4,service,john
7088,CoRel4,service,assistant
7089,CoRel4,service,specialist
7090,CoRel4,service,detailed
7091,CoRel4,service,pressure
7092,CoRel4,service,tint
7093,CoRel4,service,technician
7094,CoRel4,service,solution
7095,CoRel4,service,thorough
7096,CoRel4,service,technique
7097,CoRel4,service,paint
7098,CoRel4,service,quote
7099,CoRel4,service,rob
7100,CoRel4,service,tires
7101,CoRel4,service,extensions
7102,CoRel4,service,records
7103,CoRel4,service,tires
7104,CoRel4,service,repair
7105,CoRel4,service,mark
7106,CoRel4,service,auto
7107,CoRel4,service,james
7108,CoRel4,service,consult
7109,CoRel4,service,repairs
7110,CoRel4,service,alex
7111,CoRel4,service,removal
7112,CoRel4,service,repair
7113,CoRel4,service,lenses
7114,CoRel4,service,results
7115,CoRel4,service,dr
7116,CoRel4,service,tires
7117,CoRel4,service,technicians
7118,CoRel4,service,diagnosis
7119,CoRel4,service,damage
7120,CoRel4,service,repairs
7121,CoRel4,service,salesman
7122,CoRel4,service,applying
7123,CoRel4,service,color
7124,CoRel4,service,dentist
7125,CoRel4,service,vision
7126,CoRel4,service,brake
7127,CoRel4,service,completed
7128,CoRel4,service,inspected
7129,CoRel4,service,procedures
7130,CoRel4,service,kelly
7131,CoRel4,service,consultation
7132,CoRel4,service,professional
7133,CoRel4,service,repaired
7134,CoRel4,service,mike
7135,CoRel4,service,brian
7136,CoRel4,service,tire
7137,CoRel4,service,suite
7138,CoRel4,service,beds
7139,CoRel4,service,tub
7140,CoRel4,service,sheets
7141,CoRel4,service,tub
7142,CoRel4,service,bed
7143,CoRel4,service,bed
7144,CoRel4,service,housekeeping
7145,CoRel4,service,bathtub
7146,CoRel4,service,rooms
7147,CoRel4,service,bathroom
7148,CoRel4,service,king bed
7149,CoRel4,service,beds
7150,CoRel4,service,bedding
7151,CoRel4,service,suites
7152,CoRel4,service,queen
7153,CoRel4,service,bathroom
7154,CoRel4,service,beds
7155,CoRel4,service,bath
7156,CoRel4,service,bed
7157,CoRel4,service,carpet
7158,CoRel4,service,suite
7159,CoRel4,service,shower
7160,CoRel4,service,bed
7161,CoRel4,service,linens
7162,CoRel4,service,tub
7163,CoRel4,service,bedroom suite
7164,CoRel4,service,pillows
7165,CoRel4,service,bedroom
7166,CoRel4,service,jacuzzi
7167,CoRel4,service,rooms
7168,CoRel4,service,room
7169,CoRel4,service,living room
7170,CoRel4,service,room
7171,CoRel4,service,shower
7172,CoRel4,service,mattress
7173,CoRel4,service,tower
7174,CoRel4,service,motel
7175,CoRel4,service,robes
7176,CoRel4,service,room
7177,CoRel4,service,rooms
7178,CoRel4,service,bedroom
7179,CoRel4,service,tower
7180,CoRel4,service,tower
7181,CoRel4,service,pyramid
